"SECONDS";"PID";"VALUE";"UNITS"
"36343.731482";"Average fuel consumption";"16.3272177079486";"L/100km"
"36343.731482";"Calculated instant fuel rate";"11.2075740389488";"L/h"
"36343.731482";"Fuel used";"0.0589493972705731";"L"
"36343.731482";"Fuel used (total)";"0.115597636923671";"L"
"36343.731482";"Fuel used price";"0.0595388912432788";"$"
"36343.731482";"Fuel used price (total)";"0.06";"$"
"36343.731482";"Instant engine power (based on fuel consumption)";"32.2488603325719";"hp"
"36343.731482";"MAF air flow rate";"33.03";"g/sec"
"36344.007482";"Calculated instant fuel consumption";"20.754766738794";"L/100km"
"36344.007482";"Distance travelled";"0.415085263638889";"km"
"36344.007482";"Distance travelled (total)";"0.415085263638889";"km"
"36344.007482";"Vehicle acceleration";"0.19957091096631";"m_sec2"
"36344.007482";"Vehicle speed";"54";"km/h"
"36344.282482";"Engine RPM";"2160";"rpm"
"36344.565482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.19140625";"mA"
"36344.565482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.1032976";""
"36345.115482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36345.115482";"Throttle position";"28.6274509803922";"%"
"36345.397482";"Average fuel consumption";"15.5952141635404";"L/100km"
"36345.397482";"Average fuel consumption (total)";"29.242588478033";"L/100km"
"36345.397482";"Calculated boost";"0.374662519439779";"bar"
"36345.397482";"Calculated instant fuel rate";"12.504216384933";"L/h"
"36345.397482";"Fuel used";"0.0647334358257811";"L"
"36345.397482";"Fuel used (total)";"0.121381675478879";"L"
"36345.397482";"Fuel used price";"0.0653807701840389";"$"
"36345.397482";"Fuel used price (total)";"0.06";"$"
"36345.397482";"Instant engine power (based on fuel consumption)";"35.9798406296128";"hp"
"36345.397482";"MAF air flow rate";"35.76";"g/sec"
"36345.671482";"Average speed";"44.8677533328684";"km/h"
"36345.671482";"Calculated instant fuel consumption";"21.9372217279527";"L/100km"
"36345.671482";"Distance travelled";"0.441457439388889";"km"
"36345.671482";"Distance travelled (total)";"0.441457439388889";"km"
"36345.671482";"Vehicle acceleration";"0.144187290161311";"m_sec2"
"36345.671482";"Vehicle speed";"57";"km/h"
"36345.948482";"Engine RPM";"2291";"rpm"
"36347.947482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.16015625";"mA"
"36347.947482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.1893808";""
"36348.511482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36348.511482";"Throttle position";"29.4117647058824";"%"
"36348.793482";"Average fuel consumption";"17.3451674120489";"L/100km"
"36348.793482";"Average fuel consumption (total)";"30.1772627849382";"L/100km"
"36348.793482";"Calculated boost";"0.307742789309742";"bar"
"36348.793482";"Calculated instant fuel rate";"12.5465233310444";"L/h"
"36348.793482";"Fuel used";"0.0765715319149469";"L"
"36348.793482";"Fuel used (total)";"0.133219771568044";"L"
"36348.793482";"Fuel used price";"0.0773372472340964";"$"
"36348.793482";"Fuel used price (total)";"0.06";"$"
"36348.793482";"Instant engine power (based on fuel consumption)";"36.1015753414694";"hp"
"36348.793482";"MAF air flow rate";"36.1";"g/sec"
"36349.068482";"Average speed";"46.6288497942685";"km/h"
"36349.068482";"Calculated instant fuel consumption";"19.3023435862222";"L/100km"
"36349.068482";"Distance travelled";"0.502765011472222";"km"
"36349.068482";"Distance travelled (total)";"0.502765011472222";"km"
"36349.068482";"Vehicle acceleration";"0.134005158267204";"m_sec2"
"36349.068482";"Vehicle speed";"65";"km/h"
"36349.351482";"Engine RPM";"2447";"rpm"
"36349.635482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.1328125";"mA"
"36349.635482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.275464";""
"36350.181482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36350.181482";"Throttle position";"22.7450980392157";"%"
"36350.462482";"Average fuel consumption";"15.7800389407281";"L/100km"
"36350.462482";"Average fuel consumption (total)";"27.047378226574";"L/100km"
"36350.462482";"Calculated boost";"-0.421583878502029";"bar"
"36350.462482";"Calculated instant fuel rate";"5.96597933963276";"L/h"
"36350.462482";"Fuel used";"0.0793365145906725";"L"
"36350.462482";"Fuel used (total)";"0.13598475424377";"L"
"36350.462482";"Fuel used price";"0.0801298797365793";"$"
"36350.462482";"Fuel used price (total)";"0.06";"$"
"36350.462482";"Instant engine power (based on fuel consumption)";"17.1666083848483";"hp"
"36350.462482";"MAF air flow rate";"17.27";"g/sec"
"36350.746482";"Average speed";"47.3904022476849";"km/h"
"36350.746482";"Calculated instant fuel consumption";"9.17842975328117";"L/100km"
"36350.746482";"Distance travelled";"0.533074339944444";"km"
"36350.746482";"Distance travelled (total)";"0.533074339944444";"km"
"36350.746482";"Vehicle acceleration";"0.510337849350566";"m_sec2"
"36350.746482";"Vehicle speed";"65";"km/h"
"36351.030482";"Engine RPM";"1957";"rpm"
"36351.314482";"Oxygen sensor 1 Wide Range Current (mA)";"0.10546875";"mA"
"36351.314482";"Oxygen sensor 1 Wide Range Equivalence ratio";"15.4519344";""
"36351.881482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36351.881482";"Throttle position";"22.7450980392157";"%"
"36352.154482";"Average fuel consumption";"15.404798831839";"L/100km"
"36352.154482";"Average fuel consumption (total)";"26.0315042288763";"L/100km"
"36352.154482";"Calculated boost";"-0.218608170050478";"bar"
"36352.154482";"Calculated instant fuel rate";"5.92025889359163";"L/h"
"36352.154482";"Fuel used";"0.0821190296925952";"L"
"36352.154482";"Fuel used (total)";"0.138767269345693";"L"
"36352.154482";"Fuel used price";"0.0829402199895211";"$"
"36352.154482";"Fuel used price (total)";"0.06";"$"
"36352.154482";"Instant engine power (based on fuel consumption)";"17.0350516114021";"hp"
"36352.154482";"MAF air flow rate";"18.55";"g/sec"
"36352.428482";"Average speed";"48.0924765083604";"km/h"
"36352.428482";"Calculated instant fuel consumption";"9.10809060552559";"L/100km"
"36352.428482";"Distance travelled";"0.563434975083333";"km"
"36352.428482";"Distance travelled (total)";"0.563434975083333";"km"
"36352.428482";"Vehicle acceleration";"0.362837809075587";"m_sec2"
"36352.428482";"Vehicle speed";"65";"km/h"
"36352.712482";"Engine RPM";"1993";"rpm"
"36352.998482";"Oxygen sensor 1 Wide Range Current (mA)";"0.03125";"mA"
"36352.998482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.9641296";""
"36353.544482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36353.544482";"Throttle position";"23.1372549019608";"%"
"36353.816482";"Average fuel consumption";"15.1008807259501";"L/100km"
"36353.816482";"Average fuel consumption (total)";"25.1549672058885";"L/100km"
"36353.816482";"Calculated boost";"-0.1938423992087";"bar"
"36353.816482";"Calculated instant fuel rate";"6.41973546023402";"L/h"
"36353.816482";"Fuel used";"0.0850836435556209";"L"
"36353.816482";"Fuel used (total)";"0.141731883208718";"L"
"36353.816482";"Fuel used price";"0.0859344799911771";"$"
"36353.816482";"Fuel used price (total)";"0.06";"$"
"36353.816482";"Instant engine power (based on fuel consumption)";"18.4722538088684";"hp"
"36353.816482";"MAF air flow rate";"19.48";"g/sec"
"36354.090482";"Average speed";"48.7714080100149";"km/h"
"36354.090482";"Calculated instant fuel consumption";"9.72687190944549";"L/100km"
"36354.090482";"Distance travelled";"0.593906036583333";"km"
"36354.090482";"Distance travelled (total)";"0.593906036583333";"km"
"36354.090482";"Vehicle acceleration";"0.296948918751973";"m_sec2"
"36354.090482";"Vehicle speed";"66";"km/h"
"36354.364482";"Engine RPM";"1977";"rpm"
"36354.648482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.1484375";"mA"
"36354.648482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.2324224";""
"36355.204482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36355.204482";"Throttle position";"21.1764705882353";"%"
"36355.481482";"Average fuel consumption";"14.9206575378159";"L/100km"
"36355.481482";"Average fuel consumption (total)";"24.4589070526698";"L/100km"
"36355.481482";"Calculated boost";"-0.0786554263083362";"bar"
"36355.481482";"Calculated instant fuel rate";"7.63681739511217";"L/h"
"36355.481482";"Fuel used";"0.0886146858150149";"L"
"36355.481482";"Fuel used (total)";"0.145262925468112";"L"
"36355.481482";"Fuel used price";"0.0895008326731651";"$"
"36355.481482";"Fuel used price (total)";"0.06";"$"
"36355.481482";"Instant engine power (based on fuel consumption)";"21.9743056529857";"hp"
"36355.481482";"MAF air flow rate";"22.04";"g/sec"
"36355.756482";"Average speed";"49.4020846265069";"km/h"
"36355.756482";"Calculated instant fuel consumption";"11.5709354471397";"L/100km"
"36355.756482";"Distance travelled";"0.624444689416667";"km"
"36355.756482";"Distance travelled (total)";"0.624444689416667";"km"
"36355.756482";"Vehicle acceleration";"0.0415341076546992";"m_sec2"
"36355.756482";"Vehicle speed";"66";"km/h"
"36356.040482";"Engine RPM";"2055";"rpm"
"36356.323482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.05078125";"mA"
"36356.323482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.5480608";""
"36356.889482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36356.889482";"Throttle position";"24.3137254901961";"%"
"36357.161482";"Average fuel consumption";"14.7322364547986";"L/100km"
"36357.161482";"Average fuel consumption (total)";"23.8040150467531";"L/100km"
"36357.161482";"Calculated boost";"-0.141869661532347";"bar"
"36357.161482";"Calculated instant fuel rate";"7.24062043384984";"L/h"
"36357.161482";"Fuel used";"0.0919946681742963";"L"
"36357.161482";"Fuel used (total)";"0.148642907827394";"L"
"36357.161482";"Fuel used price";"0.0929146148560393";"$"
"36357.161482";"Fuel used price (total)";"0.06";"$"
"36357.161482";"Instant engine power (based on fuel consumption)";"20.8342819133668";"hp"
"36357.161482";"MAF air flow rate";"21.36";"g/sec"
"36357.445482";"Average speed";"50.1037485088472";"km/h"
"36357.445482";"Calculated instant fuel consumption";"10.4936528026809";"L/100km"
"36357.445482";"Distance travelled";"0.656830278333333";"km"
"36357.445482";"Distance travelled (total)";"0.656830278333333";"km"
"36357.445482";"Vehicle acceleration";"0.165845083391154";"m_sec2"
"36357.445482";"Vehicle speed";"69";"km/h"
"36357.729482";"Engine RPM";"2050";"rpm"
"36358.003482";"Oxygen sensor 1 Wide Range Current (mA)";"0.03515625";"mA"
"36358.003482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.992824";""
"36358.553482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36358.553482";"Throttle position";"20.3921568627451";"%"
"36358.826482";"Average fuel consumption";"14.2831842979548";"L/100km"
"36358.826482";"Average fuel consumption (total)";"22.9076709456835";"L/100km"
"36358.826482";"Calculated boost";"-0.523334374378795";"bar"
"36358.826482";"Calculated instant fuel rate";"3.94051527949601";"L/h"
"36358.826482";"Fuel used";"0.0938162791791197";"L"
"36358.826482";"Fuel used (total)";"0.150464518832217";"L"
"36358.826482";"Fuel used price";"0.0947544419709109";"$"
"36358.826482";"Fuel used price (total)";"0.06";"$"
"36358.826482";"Instant engine power (based on fuel consumption)";"11.3385043404765";"hp"
"36358.826482";"MAF air flow rate";"11.98";"g/sec"
"36359.111482";"Average speed";"50.781850412557";"km/h"
"36359.111482";"Calculated instant fuel consumption";"5.62930754213716";"L/100km"
"36359.111482";"Distance travelled";"0.689209313055556";"km"
"36359.111482";"Distance travelled (total)";"0.689209313055556";"km"
"36359.111482";"Vehicle acceleration";"0.207833083258592";"m_sec2"
"36359.111482";"Vehicle speed";"70";"km/h"
"36359.405482";"Engine RPM";"1645";"rpm"
"36359.680482";"Oxygen sensor 1 Wide Range Current (mA)";"0.05078125";"mA"
"36359.680482";"Oxygen sensor 1 Wide Range Equivalence ratio";"15.0789072";""
"36360.225482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36360.225482";"Throttle position";"20.7843137254902";"%"
"36360.508482";"Average fuel consumption";"14.0405671007878";"L/100km"
"36360.508482";"Average fuel consumption (total)";"22.259875601126";"L/100km"
"36360.508482";"Calculated boost";"-0.0286506287909721";"bar"
"36360.508482";"Calculated instant fuel rate";"6.31854225674704";"L/h"
"36360.508482";"Fuel used";"0.0967688960644441";"L"
"36360.508482";"Fuel used (total)";"0.153417135717542";"L"
"36360.508482";"Fuel used price";"0.0977365850250885";"$"
"36360.508482";"Fuel used price (total)";"0.06";"$"
"36360.508482";"Instant engine power (based on fuel consumption)";"18.1810787986015";"hp"
"36360.508482";"MAF air flow rate";"19.32";"g/sec"
"36360.796482";"Average speed";"51.4228006835101";"km/h"
"36360.796482";"Calculated instant fuel consumption";"9.02648893821005";"L/100km"
"36360.796482";"Distance travelled";"0.721987518888889";"km"
"36360.796482";"Distance travelled (total)";"0.721987518888889";"km"
"36360.796482";"Vehicle acceleration";"0.165679749675792";"m_sec2"
"36360.796482";"Vehicle speed";"70";"km/h"
"36361.080482";"Engine RPM";"1862";"rpm"
"36361.365482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.17578125";"mA"
"36361.365482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.1463392";""
"36361.919482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36361.919482";"Throttle position";"25.0980392156863";"%"
"36362.194482";"Average fuel consumption";"13.9193449011444";"L/100km"
"36362.194482";"Average fuel consumption (total)";"21.7654971089107";"L/100km"
"36362.194482";"Calculated boost";"0.01463509637934";"bar"
"36362.194482";"Calculated instant fuel rate";"7.95868809436317";"L/h"
"36362.194482";"Fuel used";"0.10049593289736";"L"
"36362.194482";"Fuel used (total)";"0.157144172550457";"L"
"36362.194482";"Fuel used price";"0.101500892226333";"$"
"36362.194482";"Fuel used price (total)";"0.06";"$"
"36362.194482";"Instant engine power (based on fuel consumption)";"22.9004617675222";"hp"
"36362.194482";"MAF air flow rate";"22.83";"g/sec"
"36362.478482";"Average speed";"52.0532259575797";"km/h"
"36362.478482";"Calculated instant fuel consumption";"11.2094198512157";"L/100km"
"36362.478482";"Distance travelled";"0.755156229944444";"km"
"36362.478482";"Distance travelled (total)";"0.755156229944444";"km"
"36362.478482";"Vehicle acceleration";"0.206600045721747";"m_sec2"
"36362.478482";"Vehicle speed";"71";"km/h"
"36362.758482";"Engine RPM";"1826";"rpm"
"36363.041482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.2109375";"mA"
"36363.041482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.0315616";""
"36363.606482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36363.606482";"Throttle position";"29.0196078431373";"%"
"36363.879482";"Average fuel consumption";"14.0462130702537";"L/100km"
"36363.879482";"Average fuel consumption (total)";"21.5477389011755";"L/100km"
"36363.879482";"Calculated boost";"0.542217576569527";"bar"
"36363.879482";"Calculated instant fuel rate";"11.9074025270854";"L/h"
"36363.879482";"Fuel used";"0.106070853071292";"L"
"36363.879482";"Fuel used (total)";"0.16271909272439";"L"
"36363.879482";"Fuel used price";"0.107131561602005";"$"
"36363.879482";"Fuel used price (total)";"0.06";"$"
"36363.879482";"Instant engine power (based on fuel consumption)";"34.2625584881443";"hp"
"36363.879482";"MAF air flow rate";"33.88";"g/sec"
"36364.154482";"Average speed";"52.7045952314905";"km/h"
"36364.154482";"Calculated instant fuel consumption";"16.3115103110759";"L/100km"
"36364.154482";"Distance travelled";"0.789145668694444";"km"
"36364.154482";"Distance travelled (total)";"0.789145668694444";"km"
"36364.154482";"Vehicle acceleration";"0.165616588763025";"m_sec2"
"36364.154482";"Vehicle speed";"73";"km/h"
"36364.438482";"Engine RPM";"1747";"rpm"
"36364.720482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.09375";"mA"
"36364.720482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.4045888";""
"36365.286482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36365.286482";"Throttle position";"23.5294117647059";"%"
"36365.562482";"Average fuel consumption";"13.8575804827732";"L/100km"
